Designator,Footprint,Quantity,Value,LCSC Part #
C1,CP_EIA-3528-21_Kemet-B,1,220uF Tant,C122649
C10,C_0603_,1,10uF 35V,C194427
C11,C_0603_,1,10uF 6.3V,C1691
C12,C_0603_,1,100nF,
"C15, C2",C_0402,2,100nF,
C3,C_0603,1,22uF,
C5,C_0603,1,10uF 35V,C194427
"C7, C8",C_0402,2,10uF,C15525
C9,C_0402,1,1uF,
D1,SMD1010,1,XL-1010RGBC-WS2812B,C5349953
"D2, D3, D4, D5",DFN1006-2L,4,~,C5137770
J2,WAGO-2060-453-998-404,1,Wago,C2765056
J4,WAGO-2060-452-998-404,1,DC,C2765055
J5,USB-C-Socket-H,1,USB-C-Socket-H,C709357
J6,WAGO-2060-452-998-404,1,RELAY1,C2765055
J7,WAGO-2060-452-998-404,1,RELAY2,C2765055
L2,L_4x4_,1,10uH,
R1,R_0402,1,124K,
"R10, R7",R_0402,2,1K,
R14,R_0402_,1,39k2,
R15,R_0402_,1,1M,
"R2, R3",R_0402,2,10K,
R4,R_0402_,1,124k,
"R5, R6",R_0402,2,5K1,
"SW1, SW3",TS-1092S-B3D2-G,2,SW_Push,
SW2,Reed-59170,1,SW_Reed,C315909
U1,ICS43434_MEMS_Mic,1,ICS43434_MEMS_Mic,C5656610
"U3, U8",SO-4_4.4x4.3mm_P2.54mm,2,Relay,C2691608
U4,SOT-23,1,78L05,C22392284
U6,ESP32-S3-MINI-1,1,ESP32-S3-MINI-1,C3013941
U7,SOT-23-6-MD8942,1,MD8942,C2684786
U9,VEML6040,1,VEML6040,C78465
